MATCHUP,GAME_ID,SEASON,GAME_DATE,HOME_TEAM_NICKNAME,HOME_TEAM_ID,AWAY_TEAM_NICKNAME,AWAY_TEAM_ID
04/03/2019 76ers at Hawks,21801168,2018-19,2019-04-03, Hawks,1610612737, 76ers,1610612755
04/02/2019 Hawks at Spurs,21801162,2018-19,2019-04-02, Spurs,1610612759, Hawks,1610612737
03/31/2019 Bucks at Hawks,21801145,2018-19,2019-03-31, Hawks,1610612737, Bucks,1610612749
03/29/2019 Trail Blazers at Hawks,21801131,2018-19,2019-03-29, Hawks,1610612737, Trail Blazers,1610612757
03/26/2019 Hawks at Pelicans,21801113,2018-19,2019-03-26, Pelicans,1610612740, Hawks,1610612737
03/23/2019 76ers at Hawks,21801088,2018-19,2019-03-23, Hawks,1610612737, 76ers,1610612755
03/21/2019 Jazz at Hawks,21801076,2018-19,2019-03-21, Hawks,1610612737, Jazz,1610612762
03/19/2019 Rockets at Hawks,21801060,2018-19,2019-03-19, Hawks,1610612737, Rockets,1610612745
03/17/2019 Hawks at Magic,21801046,2018-19,2019-03-17, Magic,1610612753, Hawks,1610612737
03/16/2019 Hawks at Celtics,21801034,2018-19,2019-03-16, Celtics,1610612738, Hawks,1610612737
03/13/2019 Grizzlies at Hawks,21801016,2018-19,2019-03-13, Hawks,1610612737, Grizzlies,1610612763
03/10/2019 Pelicans at Hawks,21800995,2018-19,2019-03-10, Hawks,1610612737, Pelicans,1610612740
03/09/2019 Nets at Hawks,21800987,2018-19,2019-03-09, Hawks,1610612737, Nets,1610612751
03/06/2019 Spurs at Hawks,21800968,2018-19,2019-03-06, Hawks,1610612737, Spurs,1610612759
03/04/2019 Hawks at Heat,21800953,2018-19,2019-03-04, Heat,1610612748, Hawks,1610612737
03/03/2019 Hawks at Bulls,21800946,2018-19,2019-03-03, Bulls,1610612741, Hawks,1610612737
03/01/2019 Bulls at Hawks,21800928,2018-19,2019-03-01, Hawks,1610612737, Bulls,1610612741
02/27/2019 Timberwolves at Hawks,21800912,2018-19,2019-02-27, Hawks,1610612737, Timberwolves,1610612750
02/25/2019 Hawks at Rockets,21800903,2018-19,2019-02-25, Rockets,1610612745, Hawks,1610612737
02/23/2019 Suns at Hawks,21800883,2018-19,2019-02-23, Hawks,1610612737, Suns,1610612756
02/22/2019 Pistons at Hawks,21800877,2018-19,2019-02-22, Hawks,1610612737, Pistons,1610612765
02/14/2019 Knicks at Hawks,21800865,2018-19,2019-02-14, Hawks,1610612737, Knicks,1610612752
02/12/2019 Lakers at Hawks,21800848,2018-19,2019-02-12, Hawks,1610612737, Lakers,1610612747
02/10/2019 Magic at Hawks,21800837,2018-19,2019-02-10, Hawks,1610612737, Magic,1610612753
02/09/2019 Hornets at Hawks,21800827,2018-19,2019-02-09, Hawks,1610612737, Hornets,1610612766
02/07/2019 Raptors at Hawks,21800813,2018-19,2019-02-07, Hawks,1610612737, Raptors,1610612761
02/04/2019 Hawks at Wizards,21800791,2018-19,2019-02-04, Wizards,1610612764, Hawks,1610612737
02/02/2019 Hawks at Suns,21800784,2018-19,2019-02-02, Suns,1610612756, Hawks,1610612737
02/01/2019 Hawks at Jazz,21800773,2018-19,2019-02-01, Jazz,1610612762, Hawks,1610612737
01/30/2019 Hawks at Kings,21800762,2018-19,2019-01-30, Kings,1610612758, Hawks,1610612737
01/28/2019 Hawks at Clippers,21800748,2018-19,2019-01-28, Clippers,1610612746, Hawks,1610612737
01/26/2019 Hawks at Trail Blazers,21800734,2018-19,2019-01-26, Trail Blazers,1610612757, Hawks,1610612737
01/23/2019 Hawks at Bulls,21800712,2018-19,2019-01-23, Bulls,1610612741, Hawks,1610612737
01/21/2019 Magic at Hawks,21800695,2018-19,2019-01-21, Hawks,1610612737, Magic,1610612753
01/19/2019 Celtics at Hawks,21800683,2018-19,2019-01-19, Hawks,1610612737, Celtics,1610612738
01/15/2019 Thunder at Hawks,21800653,2018-19,2019-01-15, Hawks,1610612737, Thunder,1610612760
01/13/2019 Bucks at Hawks,21800640,2018-19,2019-01-13, Hawks,1610612737, Bucks,1610612749
01/11/2019 Hawks at 76ers,21800621,2018-19,2019-01-11, 76ers,1610612755, Hawks,1610612737
01/09/2019 Hawks at Nets,21800609,2018-19,2019-01-09, Nets,1610612751, Hawks,1610612737
01/08/2019 Hawks at Raptors,21800602,2018-19,2019-01-08, Raptors,1610612761, Hawks,1610612737
01/06/2019 Heat at Hawks,21800587,2018-19,2019-01-06, Hawks,1610612737, Heat,1610612748
01/04/2019 Hawks at Bucks,21800572,2018-19,2019-01-04, Bucks,1610612749, Hawks,1610612737
01/02/2019 Hawks at Wizards,21800556,2018-19,2019-01-02, Wizards,1610612764, Hawks,1610612737
12/31/2018 Hawks at Pacers,21800542,2018-19,2018-12-31, Pacers,1610612754, Hawks,1610612737
12/29/2018 Cavaliers at Hawks,21800529,2018-19,2018-12-29, Hawks,1610612737, Cavaliers,1610612739
12/28/2018 Hawks at Timberwolves,21800522,2018-19,2018-12-28, Timberwolves,1610612750, Hawks,1610612737
12/26/2018 Pacers at Hawks,21800504,2018-19,2018-12-26, Hawks,1610612737, Pacers,1610612754
12/23/2018 Hawks at Pistons,21800486,2018-19,2018-12-23, Pistons,1610612765, Hawks,1610612737
12/21/2018 Hawks at Knicks,21800472,2018-19,2018-12-21, Knicks,1610612752, Hawks,1610612737
12/18/2018 Wizards at Hawks,21800452,2018-19,2018-12-18, Hawks,1610612737, Wizards,1610612764
12/16/2018 Hawks at Nets,21800436,2018-19,2018-12-16, Nets,1610612751, Hawks,1610612737
12/14/2018 Hawks at Celtics,21800420,2018-19,2018-12-14, Celtics,1610612738, Hawks,1610612737
12/12/2018 Hawks at Mavericks,21800412,2018-19,2018-12-12, Mavericks,1610612742, Hawks,1610612737
12/08/2018 Nuggets at Hawks,21800380,2018-19,2018-12-08, Hawks,1610612737, Nuggets,1610612743
12/05/2018 Wizards at Hawks,21800357,2018-19,2018-12-05, Hawks,1610612737, Wizards,1610612764
12/03/2018 Warriors at Hawks,21800344,2018-19,2018-12-03, Hawks,1610612737, Warriors,1610612744
11/30/2018 Hawks at Thunder,21800325,2018-19,2018-11-30, Thunder,1610612760, Hawks,1610612737
11/28/2018 Hawks at Hornets,21800306,2018-19,2018-11-28, Hornets,1610612766, Hawks,1610612737
11/27/2018 Hawks at Heat,21800302,2018-19,2018-11-27, Heat,1610612748, Hawks,1610612737
11/25/2018 Hornets at Hawks,21800288,2018-19,2018-11-25, Hawks,1610612737, Hornets,1610612766
11/23/2018 Celtics at Hawks,21800268,2018-19,2018-11-23, Hawks,1610612737, Celtics,1610612738
11/21/2018 Raptors at Hawks,21800254,2018-19,2018-11-21, Hawks,1610612737, Raptors,1610612761
11/19/2018 Clippers at Hawks,21800243,2018-19,2018-11-19, Hawks,1610612737, Clippers,1610612746
11/17/2018 Hawks at Pacers,21800226,2018-19,2018-11-17, Pacers,1610612754, Hawks,1610612737
11/15/2018 Hawks at Nuggets,21800214,2018-19,2018-11-15, Nuggets,1610612743, Hawks,1610612737
11/13/2018 Hawks at Warriors,21800201,2018-19,2018-11-13, Warriors,1610612744, Hawks,1610612737
11/11/2018 Hawks at Lakers,21800189,2018-19,2018-11-11, Lakers,1610612747, Hawks,1610612737
11/09/2018 Pistons at Hawks,21800169,2018-19,2018-11-09, Hawks,1610612737, Pistons,1610612765
11/07/2018 Knicks at Hawks,21800155,2018-19,2018-11-07, Hawks,1610612737, Knicks,1610612752
11/06/2018 Hawks at Hornets,21800149,2018-19,2018-11-06, Hornets,1610612766, Hawks,1610612737
11/03/2018 Heat at Hawks,21800128,2018-19,2018-11-03, Hawks,1610612737, Heat,1610612748
11/01/2018 Kings at Hawks,21800114,2018-19,2018-11-01, Hawks,1610612737, Kings,1610612758
10/30/2018 Hawks at Cavaliers,21800097,2018-19,2018-10-30, Cavaliers,1610612739, Hawks,1610612737
10/29/2018 Hawks at 76ers,21800088,2018-19,2018-10-29, 76ers,1610612755, Hawks,1610612737
10/27/2018 Bulls at Hawks,21800076,2018-19,2018-10-27, Hawks,1610612737, Bulls,1610612741
10/24/2018 Mavericks at Hawks,21800052,2018-19,2018-10-24, Hawks,1610612737, Mavericks,1610612742
10/21/2018 Hawks at Cavaliers,21800036,2018-19,2018-10-21, Cavaliers,1610612739, Hawks,1610612737
10/19/2018 Hawks at Grizzlies,21800020,2018-19,2018-10-19, Grizzlies,1610612763, Hawks,1610612737
10/17/2018 Hawks at Knicks,21800007,2018-19,2018-10-17, Knicks,1610612752, Hawks,1610612737
04/09/2019 Celtics at Wizards,21801211,2018-19,2019-04-09, Wizards,1610612764, Celtics,1610612738
04/07/2019 Magic at Celtics,21801203,2018-19,2019-04-07, Celtics,1610612738, Magic,1610612753
04/05/2019 Celtics at Pacers,21801183,2018-19,2019-04-05, Pacers,1610612754, Celtics,1610612738
04/03/2019 Celtics at Heat,21801170,2018-19,2019-04-03, Heat,1610612748, Celtics,1610612738
04/01/2019 Heat at Celtics,21801153,2018-19,2019-04-01, Celtics,1610612738, Heat,1610612748
03/30/2019 Celtics at Nets,21801137,2018-19,2019-03-30, Nets,1610612751, Celtics,1610612738
03/29/2019 Pacers at Celtics,21801130,2018-19,2019-03-29, Celtics,1610612738, Pacers,1610612754
03/26/2019 Celtics at Cavaliers,21801108,2018-19,2019-03-26, Cavaliers,1610612739, Celtics,1610612738
03/24/2019 Spurs at Celtics,21801100,2018-19,2019-03-24, Celtics,1610612738, Spurs,1610612759
03/23/2019 Celtics at Hornets,21801087,2018-19,2019-03-23, Hornets,1610612766, Celtics,1610612738
03/20/2019 Celtics at 76ers,21801067,2018-19,2019-03-20, 76ers,1610612755, Celtics,1610612738
03/18/2019 Nuggets at Celtics,21801052,2018-19,2019-03-18, Celtics,1610612738, Nuggets,1610612743
03/14/2019 Kings at Celtics,21801022,2018-19,2019-03-14, Celtics,1610612738, Kings,1610612758
03/11/2019 Celtics at Clippers,21801006,2018-19,2019-03-11, Clippers,1610612746, Celtics,1610612738
03/09/2019 Celtics at Lakers,21800989,2018-19,2019-03-09, Lakers,1610612747, Celtics,1610612738
03/06/2019 Celtics at Kings,21800973,2018-19,2019-03-06, Kings,1610612758, Celtics,1610612738
03/05/2019 Celtics at Warriors,21800964,2018-19,2019-03-05, Warriors,1610612744, Celtics,1610612738
03/03/2019 Rockets at Celtics,21800945,2018-19,2019-03-03, Celtics,1610612738, Rockets,1610612745
03/01/2019 Wizards at Celtics,21800931,2018-19,2019-03-01, Celtics,1610612738, Wizards,1610612764
02/27/2019 Trail Blazers at Celtics,21800913,2018-19,2019-02-27, Celtics,1610612738, Trail Blazers,1610612757
02/26/2019 Celtics at Raptors,21800909,2018-19,2019-02-26, Raptors,1610612761, Celtics,1610612738
02/23/2019 Celtics at Bulls,21800889,2018-19,2019-02-23, Bulls,1610612741, Celtics,1610612738
02/21/2019 Celtics at Bucks,21800870,2018-19,2019-02-21, Bucks,1610612749, Celtics,1610612738
02/13/2019 Pistons at Celtics,21800855,2018-19,2019-02-13, Celtics,1610612738, Pistons,1610612765
02/12/2019 Celtics at 76ers,21800849,2018-19,2019-02-12, 76ers,1610612755, Celtics,1610612738
02/09/2019 Clippers at Celtics,21800829,2018-19,2019-02-09, Celtics,1610612738, Clippers,1610612746
02/07/2019 Lakers at Celtics,21800814,2018-19,2019-02-07, Celtics,1610612738, Lakers,1610612747
02/05/2019 Celtics at Cavaliers,21800797,2018-19,2019-02-05, Cavaliers,1610612739, Celtics,1610612738
02/03/2019 Thunder at Celtics,21800788,2018-19,2019-02-03, Celtics,1610612738, Thunder,1610612760
02/01/2019 Celtics at Knicks,21800771,2018-19,2019-02-01, Knicks,1610612752, Celtics,1610612738
01/30/2019 Hornets at Celtics,21800756,2018-19,2019-01-30, Celtics,1610612738, Hornets,1610612766
01/28/2019 Nets at Celtics,21800746,2018-19,2019-01-28, Celtics,1610612738, Nets,1610612751
01/26/2019 Warriors at Celtics,21800732,2018-19,2019-01-26, Celtics,1610612738, Warriors,1610612744
01/23/2019 Cavaliers at Celtics,21800707,2018-19,2019-01-23, Celtics,1610612738, Cavaliers,1610612739
01/21/2019 Heat at Celtics,21800698,2018-19,2019-01-21, Celtics,1610612738, Heat,1610612748
01/18/2019 Grizzlies at Celtics,21800671,2018-19,2019-01-18, Celtics,1610612738, Grizzlies,1610612763
01/16/2019 Raptors at Celtics,21800658,2018-19,2019-01-16, Celtics,1610612738, Raptors,1610612761
01/14/2019 Celtics at Nets,21800645,2018-19,2019-01-14, Nets,1610612751, Celtics,1610612738
01/12/2019 Celtics at Magic,21800632,2018-19,2019-01-12, Magic,1610612753, Celtics,1610612738
01/10/2019 Celtics at Heat,21800617,2018-19,2019-01-10, Heat,1610612748, Celtics,1610612738
01/09/2019 Pacers at Celtics,21800607,2018-19,2019-01-09, Celtics,1610612738, Pacers,1610612754
01/07/2019 Nets at Celtics,21800592,2018-19,2019-01-07, Celtics,1610612738, Nets,1610612751
01/04/2019 Mavericks at Celtics,21800566,2018-19,2019-01-04, Celtics,1610612738, Mavericks,1610612742
01/02/2019 Timberwolves at Celtics,21800558,2018-19,2019-01-02, Celtics,1610612738, Timberwolves,1610612750
12/31/2018 Celtics at Spurs,21800545,2018-19,2018-12-31, Spurs,1610612759, Celtics,1610612738
12/29/2018 Celtics at Grizzlies,21800531,2018-19,2018-12-29, Grizzlies,1610612763, Celtics,1610612738
12/27/2018 Celtics at Rockets,21800512,2018-19,2018-12-27, Rockets,1610612745, Celtics,1610612738
12/25/2018 76ers at Celtics,21800499,2018-19,2018-12-25, Celtics,1610612738, 76ers,1610612755
12/23/2018 Hornets at Celtics,21800488,2018-19,2018-12-23, Celtics,1610612738, Hornets,1610612766
12/21/2018 Bucks at Celtics,21800473,2018-19,2018-12-21, Celtics,1610612738, Bucks,1610612749
12/19/2018 Suns at Celtics,21800458,2018-19,2018-12-19, Celtics,1610612738, Suns,1610612756
12/15/2018 Celtics at Pistons,21800431,2018-19,2018-12-15, Pistons,1610612765, Celtics,1610612738
12/12/2018 Celtics at Wizards,21800409,2018-19,2018-12-12, Wizards,1610612764, Celtics,1610612738
12/10/2018 Pelicans at Celtics,21800393,2018-19,2018-12-10, Celtics,1610612738, Pelicans,1610612740
12/08/2018 Celtics at Bulls,21800383,2018-19,2018-12-08, Bulls,1610612741, Celtics,1610612738
12/06/2018 Knicks at Celtics,21800365,2018-19,2018-12-06, Celtics,1610612738, Knicks,1610612752
12/01/2018 Celtics at Timberwolves,21800335,2018-19,2018-12-01, Timberwolves,1610612750, Celtics,1610612738
11/30/2018 Cavaliers at Celtics,21800319,2018-19,2018-11-30, Celtics,1610612738, Cavaliers,1610612739
11/26/2018 Celtics at Pelicans,21800298,2018-19,2018-11-26, Pelicans,1610612740, Celtics,1610612738
11/24/2018 Celtics at Mavericks,21800283,2018-19,2018-11-24, Mavericks,1610612742, Celtics,1610612738
11/21/2018 Knicks at Celtics,21800255,2018-19,2018-11-21, Celtics,1610612738, Knicks,1610612752
11/19/2018 Celtics at Hornets,21800239,2018-19,2018-11-19, Hornets,1610612766, Celtics,1610612738
11/17/2018 Jazz at Celtics,21800229,2018-19,2018-11-17, Celtics,1610612738, Jazz,1610612762
11/16/2018 Raptors at Celtics,21800216,2018-19,2018-11-16, Celtics,1610612738, Raptors,1610612761
11/14/2018 Bulls at Celtics,21800204,2018-19,2018-11-14, Celtics,1610612738, Bulls,1610612741
11/11/2018 Celtics at Trail Blazers,21800188,2018-19,2018-11-11, Trail Blazers,1610612757, Celtics,1610612738
11/09/2018 Celtics at Jazz,21800172,2018-19,2018-11-09, Jazz,1610612762, Celtics,1610612738
11/08/2018 Celtics at Suns,21800164,2018-19,2018-11-08, Suns,1610612756, Celtics,1610612738
11/05/2018 Celtics at Nuggets,21800145,2018-19,2018-11-05, Nuggets,1610612743, Celtics,1610612738
11/03/2018 Celtics at Pacers,21800127,2018-19,2018-11-03, Pacers,1610612754, Celtics,1610612738
11/01/2018 Bucks at Celtics,21800115,2018-19,2018-11-01, Celtics,1610612738, Bucks,1610612749
10/30/2018 Pistons at Celtics,21800099,2018-19,2018-10-30, Celtics,1610612738, Pistons,1610612765
10/27/2018 Celtics at Pistons,21800074,2018-19,2018-10-27, Pistons,1610612765, Celtics,1610612738
10/25/2018 Celtics at Thunder,21800065,2018-19,2018-10-25, Thunder,1610612760, Celtics,1610612738
10/22/2018 Magic at Celtics,21800040,2018-19,2018-10-22, Celtics,1610612738, Magic,1610612753
10/20/2018 Celtics at Knicks,21800028,2018-19,2018-10-20, Knicks,1610612752, Celtics,1610612738
10/19/2018 Celtics at Raptors,21800019,2018-19,2018-10-19, Raptors,1610612761, Celtics,1610612738
10/16/2018 76ers at Celtics,21800001,2018-19,2018-10-16, Celtics,1610612738, 76ers,1610612755
04/09/2019 Hornets at Cavaliers,21801209,2018-19,2019-04-09, Cavaliers,1610612739, Hornets,1610612766
04/07/2019 Spurs at Cavaliers,21801196,2018-19,2019-04-07, Cavaliers,1610612739, Spurs,1610612759
04/05/2019 Cavaliers at Warriors,21801191,2018-19,2019-04-05, Warriors,1610612744, Cavaliers,1610612739
04/04/2019 Cavaliers at Kings,21801178,2018-19,2019-04-04, Kings,1610612758, Cavaliers,1610612739
04/01/2019 Cavaliers at Suns,21801160,2018-19,2019-04-01, Suns,1610612756, Cavaliers,1610612739
03/30/2019 Cavaliers at Clippers,21801136,2018-19,2019-03-30, Clippers,1610612746, Cavaliers,1610612739
03/28/2019 Cavaliers at Spurs,21801129,2018-19,2019-03-28, Spurs,1610612759, Cavaliers,1610612739
03/24/2019 Cavaliers at Bucks,21801096,2018-19,2019-03-24, Bucks,1610612749, Cavaliers,1610612739
03/22/2019 Clippers at Cavaliers,21801081,2018-19,2019-03-22, Cavaliers,1610612739, Clippers,1610612746
03/20/2019 Bucks at Cavaliers,21801065,2018-19,2019-03-20, Cavaliers,1610612739, Bucks,1610612749
03/18/2019 Pistons at Cavaliers,21801050,2018-19,2019-03-18, Cavaliers,1610612739, Pistons,1610612765
03/16/2019 Cavaliers at Mavericks,21801037,2018-19,2019-03-16, Mavericks,1610612742, Cavaliers,1610612739
03/14/2019 Cavaliers at Magic,21801021,2018-19,2019-03-14, Magic,1610612753, Cavaliers,1610612739
03/12/2019 Cavaliers at 76ers,21801008,2018-19,2019-03-12, 76ers,1610612755, Cavaliers,1610612739
03/11/2019 Raptors at Cavaliers,21801001,2018-19,2019-03-11, Cavaliers,1610612739, Raptors,1610612761
03/08/2019 Cavaliers at Heat,21800979,2018-19,2019-03-08, Heat,1610612748, Cavaliers,1610612739
03/06/2019 Cavaliers at Nets,21800969,2018-19,2019-03-06, Nets,1610612751, Cavaliers,1610612739
03/03/2019 Magic at Cavaliers,21800948,2018-19,2019-03-03, Cavaliers,1610612739, Magic,1610612753
03/02/2019 Pistons at Cavaliers,21800935,2018-19,2019-03-02, Cavaliers,1610612739, Pistons,1610612765
02/28/2019 Cavaliers at Knicks,21800924,2018-19,2019-02-28, Knicks,1610612752, Cavaliers,1610612739
02/25/2019 Trail Blazers at Cavaliers,21800898,2018-19,2019-02-25, Cavaliers,1610612739, Trail Blazers,1610612757
02/23/2019 Grizzlies at Cavaliers,21800885,2018-19,2019-02-23, Cavaliers,1610612739, Grizzlies,1610612763
02/21/2019 Suns at Cavaliers,21800867,2018-19,2019-02-21, Cavaliers,1610612739, Suns,1610612756
02/13/2019 Nets at Cavaliers,21800853,2018-19,2019-02-13, Cavaliers,1610612739, Nets,1610612751
02/11/2019 Knicks at Cavaliers,21800839,2018-19,2019-02-11, Cavaliers,1610612739, Knicks,1610612752
02/09/2019 Cavaliers at Pacers,21800826,2018-19,2019-02-09, Pacers,1610612754, Cavaliers,1610612739
02/08/2019 Cavaliers at Wizards,21800819,2018-19,2019-02-08, Wizards,1610612764, Cavaliers,1610612739
02/02/2019 Mavericks at Cavaliers,21800780,2018-19,2019-02-02, Cavaliers,1610612739, Mavericks,1610612742
01/29/2019 Wizards at Cavaliers,21800749,2018-19,2019-01-29, Cavaliers,1610612739, Wizards,1610612764
01/27/2019 Cavaliers at Bulls,21800735,2018-19,2019-01-27, Bulls,1610612741, Cavaliers,1610612739
01/25/2019 Heat at Cavaliers,21800722,2018-19,2019-01-25, Cavaliers,1610612739, Heat,1610612748
01/21/2019 Bulls at Cavaliers,21800692,2018-19,2019-01-21, Cavaliers,1610612739, Bulls,1610612741
01/19/2019 Cavaliers at Nuggets,21800687,2018-19,2019-01-19, Nuggets,1610612743, Cavaliers,1610612739
01/18/2019 Cavaliers at Jazz,21800675,2018-19,2019-01-18, Jazz,1610612762, Cavaliers,1610612739
01/16/2019 Cavaliers at Trail Blazers,21800662,2018-19,2019-01-16, Trail Blazers,1610612757, Cavaliers,1610612739
01/13/2019 Cavaliers at Lakers,21800644,2018-19,2019-01-13, Lakers,1610612747, Cavaliers,1610612739
01/11/2019 Cavaliers at Rockets,21800625,2018-19,2019-01-11, Rockets,1610612745, Cavaliers,1610612739
01/09/2019 Cavaliers at Pelicans,21800612,2018-19,2019-01-09, Pelicans,1610612740, Cavaliers,1610612739
01/08/2019 Pacers at Cavaliers,21800599,2018-19,2019-01-08, Cavaliers,1610612739, Pacers,1610612754
01/05/2019 Pelicans at Cavaliers,21800579,2018-19,2019-01-05, Cavaliers,1610612739, Pelicans,1610612740
01/04/2019 Jazz at Cavaliers,21800567,2018-19,2019-01-04, Cavaliers,1610612739, Jazz,1610612762
01/02/2019 Heat at Cavaliers,21800555,2018-19,2019-01-02, Cavaliers,1610612739, Heat,1610612748
12/28/2018 Cavaliers at Heat,21800521,2018-19,2018-12-28, Heat,1610612748, Cavaliers,1610612739
12/26/2018 Cavaliers at Grizzlies,21800508,2018-19,2018-12-26, Grizzlies,1610612763, Cavaliers,1610612739
12/23/2018 Bulls at Cavaliers,21800490,2018-19,2018-12-23, Cavaliers,1610612739, Bulls,1610612741
12/21/2018 Cavaliers at Raptors,21800470,2018-19,2018-12-21, Raptors,1610612761, Cavaliers,1610612739
12/19/2018 Cavaliers at Hornets,21800455,2018-19,2018-12-19, Hornets,1610612766, Cavaliers,1610612739
12/18/2018 Cavaliers at Pacers,21800451,2018-19,2018-12-18, Pacers,1610612754, Cavaliers,1610612739
12/16/2018 76ers at Cavaliers,21800437,2018-19,2018-12-16, Cavaliers,1610612739, 76ers,1610612755
12/14/2018 Bucks at Cavaliers,21800423,2018-19,2018-12-14, Cavaliers,1610612739, Bucks,1610612749
12/12/2018 Knicks at Cavaliers,21800406,2018-19,2018-12-12, Cavaliers,1610612739, Knicks,1610612752
12/10/2018 Cavaliers at Bucks,21800395,2018-19,2018-12-10, Bucks,1610612749, Cavaliers,1610612739
12/08/2018 Wizards at Cavaliers,21800381,2018-19,2018-12-08, Cavaliers,1610612739, Wizards,1610612764
12/07/2018 Kings at Cavaliers,21800372,2018-19,2018-12-07, Cavaliers,1610612739, Kings,1610612758
12/05/2018 Warriors at Cavaliers,21800355,2018-19,2018-12-05, Cavaliers,1610612739, Warriors,1610612744
12/03/2018 Cavaliers at Nets,21800345,2018-19,2018-12-03, Nets,1610612751, Cavaliers,1610612739
12/01/2018 Raptors at Cavaliers,21800332,2018-19,2018-12-01, Cavaliers,1610612739, Raptors,1610612761
11/28/2018 Cavaliers at Thunder,21800313,2018-19,2018-11-28, Thunder,1610612760, Cavaliers,1610612739
11/26/2018 Timberwolves at Cavaliers,21800295,2018-19,2018-11-26, Cavaliers,1610612739, Timberwolves,1610612750
11/24/2018 Rockets at Cavaliers,21800279,2018-19,2018-11-24, Cavaliers,1610612739, Rockets,1610612745
11/23/2018 Cavaliers at 76ers,21800270,2018-19,2018-11-23, 76ers,1610612755, Cavaliers,1610612739
11/21/2018 Lakers at Cavaliers,21800256,2018-19,2018-11-21, Cavaliers,1610612739, Lakers,1610612747
11/19/2018 Cavaliers at Pistons,21800240,2018-19,2018-11-19, Pistons,1610612765, Cavaliers,1610612739
11/14/2018 Cavaliers at Wizards,21800203,2018-19,2018-11-14, Wizards,1610612764, Cavaliers,1610612739
11/13/2018 Hornets at Cavaliers,21800199,2018-19,2018-11-13, Cavaliers,1610612739, Hornets,1610612766
11/10/2018 Cavaliers at Bulls,21800178,2018-19,2018-11-10, Bulls,1610612741, Cavaliers,1610612739
11/07/2018 Thunder at Cavaliers,21800153,2018-19,2018-11-07, Cavaliers,1610612739, Thunder,1610612760
11/05/2018 Cavaliers at Magic,21800142,2018-19,2018-11-05, Magic,1610612753, Cavaliers,1610612739
11/03/2018 Cavaliers at Hornets,21800126,2018-19,2018-11-03, Hornets,1610612766, Cavaliers,1610612739
11/01/2018 Nuggets at Cavaliers,21800112,2018-19,2018-11-01, Cavaliers,1610612739, Nuggets,1610612743
10/27/2018 Pacers at Cavaliers,21800077,2018-19,2018-10-27, Cavaliers,1610612739, Pacers,1610612754
10/25/2018 Cavaliers at Pistons,21800063,2018-19,2018-10-25, Pistons,1610612765, Cavaliers,1610612739
10/24/2018 Nets at Cavaliers,21800053,2018-19,2018-10-24, Cavaliers,1610612739, Nets,1610612751
10/19/2018 Cavaliers at Timberwolves,21800021,2018-19,2018-10-19, Timberwolves,1610612750, Cavaliers,1610612739
10/17/2018 Cavaliers at Raptors,21800008,2018-19,2018-10-17, Raptors,1610612761, Cavaliers,1610612739
04/09/2019 Warriors at Pelicans,21801215,2018-19,2019-04-09, Pelicans,1610612740, Warriors,1610612744
04/07/2019 Pelicans at Kings,21801207,2018-19,2019-04-07, Kings,1610612758, Pelicans,1610612740
04/05/2019 Pelicans at Suns,21801189,2018-19,2019-04-05, Suns,1610612756, Pelicans,1610612740
04/03/2019 Hornets at Pelicans,21801171,2018-19,2019-04-03, Pelicans,1610612740, Hornets,1610612766
03/31/2019 Lakers at Pelicans,21801147,2018-19,2019-03-31, Pelicans,1610612740, Lakers,1610612747
03/28/2019 Kings at Pelicans,21801128,2018-19,2019-03-28, Pelicans,1610612740, Kings,1610612758
03/24/2019 Rockets at Pelicans,21801099,2018-19,2019-03-24, Pelicans,1610612740, Rockets,1610612745
03/20/2019 Pelicans at Magic,21801066,2018-19,2019-03-20, Magic,1610612753, Pelicans,1610612740
03/18/2019 Pelicans at Mavericks,21801056,2018-19,2019-03-18, Mavericks,1610612742, Pelicans,1610612740
03/16/2019 Suns at Pelicans,21801036,2018-19,2019-03-16, Pelicans,1610612740, Suns,1610612756
03/15/2019 Trail Blazers at Pelicans,21801031,2018-19,2019-03-15, Pelicans,1610612740, Trail Blazers,1610612757
03/12/2019 Bucks at Pelicans,21801010,2018-19,2019-03-12, Pelicans,1610612740, Bucks,1610612749
03/08/2019 Raptors at Pelicans,21800983,2018-19,2019-03-08, Pelicans,1610612740, Raptors,1610612761
03/06/2019 Jazz at Pelicans,21800971,2018-19,2019-03-06, Pelicans,1610612740, Jazz,1610612762
03/04/2019 Pelicans at Jazz,21800956,2018-19,2019-03-04, Jazz,1610612762, Pelicans,1610612740
03/02/2019 Pelicans at Nuggets,21800941,2018-19,2019-03-02, Nuggets,1610612743, Pelicans,1610612740
03/01/2019 Pelicans at Suns,21800932,2018-19,2019-03-01, Suns,1610612756, Pelicans,1610612740
02/27/2019 Pelicans at Lakers,21800921,2018-19,2019-02-27, Lakers,1610612747, Pelicans,1610612740
02/25/2019 76ers at Pelicans,21800906,2018-19,2019-02-25, Pelicans,1610612740, 76ers,1610612755
02/23/2019 Lakers at Pelicans,21800887,2018-19,2019-02-23, Pelicans,1610612740, Lakers,1610612747
02/22/2019 Pelicans at Pacers,21800874,2018-19,2019-02-22, Pacers,1610612754, Pelicans,1610612740
02/14/2019 Thunder at Pelicans,21800866,2018-19,2019-02-14, Pelicans,1610612740, Thunder,1610612760
02/12/2019 Magic at Pelicans,21800851,2018-19,2019-02-12, Pelicans,1610612740, Magic,1610612753
